,artists,name,track_id,source,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1396,Motopony,I'm Here Now (Bonus Track),44sEAdtNFVKGybOEwLcage,Saved,0.327,0.634,385120,0.629,44sEAdtNFVKGybOEwLcage,0.168,5,0.0652,-8.205,1,0.0322,85.949,4,0.477
1397,Joseph,Cloudline,5VXK0SX4IXRI1K9lkIWCEV,Saved,0.553,0.518,214008,0.628,5VXK0SX4IXRI1K9lkIWCEV,0.0311,1,0.135,-5.713,0,0.0247,78.121,4,0.287
1398,Lake Street Dive,Better Than,0NSEZeWHkYCknk1nAVO1Fh,Saved,0.645,0.707,215880,0.29,0NSEZeWHkYCknk1nAVO1Fh,0.0308,0,0.0943,-11.672,1,0.0416,155.069,4,0.428
1399,The Shouting Matches,I Had a Real Good Lover,1XMQ4v75bj65rHBCDwaBGc,Saved,0.408,0.491,392107,0.382,1XMQ4v75bj65rHBCDwaBGc,0.0128,4,0.156,-14.021,1,0.0724,142.555,3,0.251
1400,Big Wild,Aftergold,5UcGx15RgoBCquQM8j7ylv,Saved,0.178,0.65,229841,0.672,5UcGx15RgoBCquQM8j7ylv,0.215,8,0.191,-7.643,0,0.0388,94.534,4,0.208
1401,"Lil Dicky, Snoop Dogg",Professional Rapper (feat. Snoop Dogg),1Ysc1uDZtf430TGavoS1j4,Saved,0.433,0.685,353960,0.621,1Ysc1uDZtf430TGavoS1j4,0.0,11,0.607,-8.442,0,0.361,128.906,3,0.538
1402,"Dawn Golden, Chris Gavino",All I Want - Manila Killa Remix,1LKAV9SZdcdXiROiMtXjZs,Saved,0.326,0.687,213907,0.863,1LKAV9SZdcdXiROiMtXjZs,0.0838,9,0.0625,-6.752,0,0.076,92.012,4,0.146
1403,Old Lights,Furthest From the Tree,2EJuSlA5pONecFszSCwsS3,Saved,0.511,0.622,259360,0.538,2EJuSlA5pONecFszSCwsS3,5.78e-06,6,0.102,-8.028,1,0.0248,95.645,3,0.524
1404,Andrew Duhon,The Moorings,2S7MofYTmgtrrqNZwz8Hca,Saved,0.783,0.488,206053,0.476,2S7MofYTmgtrrqNZwz8Hca,0.0018,3,0.099,-7.141,1,0.0452,87.5,4,0.35
1405,"Monarchs, Celeste Krishna",Come on and Move Me,0k6hxzX5C047LD8NXHMckp,Saved,0.691,0.576,216973,0.588,0k6hxzX5C047LD8NXHMckp,0.0412,11,0.265,-7.61,0,0.0438,149.51,4,0.291
1406,CHAPPO,Come Home,51qT7GJC1ycvGmcS7Iy3AW,Saved,0.00769,0.507,207787,0.891,51qT7GJC1ycvGmcS7Iy3AW,0.297,6,0.0776,-3.951,1,0.0304,141.99,4,0.698
1407,Kali Uchis,Lottery,1C6ZvjS6v0eQewUo8qcDng,Saved,0.0289,0.728,206658,0.539,1C6ZvjS6v0eQewUo8qcDng,2.06e-06,2,0.325,-5.769,1,0.0525,95.019,4,0.33
1408,Jeremy Kay,Have It All,04xifNn1IuWnMnDtKXpKno,Saved,0.0417,0.67,230360,0.661,04xifNn1IuWnMnDtKXpKno,0.0,11,0.33,-5.826,1,0.045,154.044,4,0.96
1409,Wild Child,Saving Face,53aPUjl4U9n01m3rNMqXDo,Saved,0.0329,0.405,170773,0.645,53aPUjl4U9n01m3rNMqXDo,6.77e-06,7,0.112,-7.337,1,0.362,152.925,4,0.49
1410,Wild Child,Break Bones,4HGEfc9m3fpeQoTqrEGm3e,Saved,0.21,0.626,225685,0.719,4HGEfc9m3fpeQoTqrEGm3e,2.6e-05,5,0.098,-5.171,1,0.0454,76.042,4,0.41
1411,Wild Child,Bullets,1AE4ZIyz1z9pirNaecutge,Saved,0.202,0.515,194325,0.628,1AE4ZIyz1z9pirNaecutge,0.000208,10,0.162,-5.945,1,0.0298,81.016,4,0.465
1412,Wild Child,Fools,0q9X1RjvZnZJhWThRKaFnt,Saved,0.0229,0.521,204139,0.892,0q9X1RjvZnZJhWThRKaFnt,0.000137,4,0.125,-6.623,1,0.0564,153.283,4,0.776
1413,Wild Child,The Cracks,1HD0jtJEncUV2enjaWdsTr,Saved,0.0162,0.601,224587,0.721,1HD0jtJEncUV2enjaWdsTr,0.00532,3,0.122,-7.248,1,0.0429,146.687,4,0.857
1414,Ezra Furman,Lousy Connection,5pDrHGMPYS6gCsvTB9CX0D,Saved,0.0496,0.735,229018,0.457,5pDrHGMPYS6gCsvTB9CX0D,0.0,5,0.146,-10.825,1,0.0298,111.003,4,0.623
1415,J. Roddy Walston & The Business,Take It As It Comes,1YQV5xtovVKFQq5LB5FJRn,Saved,0.274,0.335,250867,0.936,1YQV5xtovVKFQq5LB5FJRn,0.0,0,0.173,-3.305,1,0.11,162.755,4,0.809
1416,Daughter,Youth,1vyrrrnb7182SL6iOMor3O,Saved,0.88,0.402,253013,0.539,1vyrrrnb7182SL6iOMor3O,0.0065,0,0.117,-11.062,1,0.043,146.526,4,0.371
1417,First Aid Kit,Emmylou,4r9MqJ7MG26TFyxqr7PK01,Saved,0.462,0.513,258000,0.616,4r9MqJ7MG26TFyxqr7PK01,0.000121,6,0.1,-5.828,1,0.0294,88.251,4,0.392
1418,Wild Child,Reno,0uqzREzBuGlYZgY6EQXJYI,Saved,0.866,0.61,239496,0.51,0uqzREzBuGlYZgY6EQXJYI,1.3e-05,10,0.159,-6.848,1,0.038,180.117,4,0.709
1419,Wild Child,Take It,4eGrYZAiJ3M6TOY3ocQttQ,Saved,0.0506,0.442,232443,0.687,4eGrYZAiJ3M6TOY3ocQttQ,0.000117,1,0.0698,-6.758,1,0.0539,179.957,3,0.515
1420,City and Colour,Sleeping Sickness,4psyBFNYRPKIfLbo6ecStY,Saved,0.674,0.648,247973,0.619,4psyBFNYRPKIfLbo6ecStY,0.0,4,0.0665,-5.223,0,0.0293,134.977,4,0.325
1421,The Brilliance,Brother,2vZnGC2DDz7c6Dv6p7Rt7k,Saved,0.526,0.619,211800,0.24,2vZnGC2DDz7c6Dv6p7Rt7k,6.08e-05,11,0.11,-10.849,0,0.0297,138.121,4,0.448
1422,Brandi Carlile,Wherever Is Your Heart,7sGeCsh6VEgWN4WbDR3VFi,Saved,0.383,0.542,230109,0.584,7sGeCsh6VEgWN4WbDR3VFi,3.24e-05,9,0.297,-6.784,1,0.0587,91.648,4,0.247
1423,Black English,Stay With Me,00Y2wpTbjFDOnNWgAXEhYZ,Saved,0.0165,0.325,280040,0.554,00Y2wpTbjFDOnNWgAXEhYZ,0.183,9,0.121,-8.945,1,0.0327,103.949,4,0.144
1424,Jos? Gonz?lez,Down The Line,0GixW2r7DQK76xOxMmKn8S,Saved,0.392,0.539,192907,0.734,0GixW2r7DQK76xOxMmKn8S,0.42,2,0.0849,-6.284,0,0.0318,147.896,4,0.63
1425,Andrew Bird,Pulaski at Night,1AJ6dy0kvwMqGNPAT8XlJp,Saved,0.67,0.446,289093,0.643,1AJ6dy0kvwMqGNPAT8XlJp,0.000818,7,0.0951,-7.925,1,0.0561,99.608,4,0.531
1426,The Arcs,Outta My Mind,4cgDk0IjwdG8w1ArIaqdpq,Saved,0.00936,0.519,214693,0.737,4cgDk0IjwdG8w1ArIaqdpq,7.76e-05,11,0.378,-6.451,1,0.0615,131.042,4,0.763
1427,Frank Ocean,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,Saved,0.409,0.721,200747,0.339,7DfFc7a6Rwfi3YQMRbDMau,0.00153,0,0.0973,-11.195,1,0.0532,129.83,4,0.2
1428,Frank Ocean,Novacane,4osgfFTICMkcGbbigdsa53,Saved,0.0584,0.762,302347,0.508,4osgfFTICMkcGbbigdsa53,0.00126,3,0.16,-9.112,1,0.0919,93.51,4,0.37
1429,Frank Ocean,Pyramids,4QhWbupniDd44EDtnh2bFJ,Saved,0.0118,0.4,592920,0.65,4QhWbupniDd44EDtnh2bFJ,7.62e-05,5,0.791,-6.104,0,0.0466,107.989,4,0.15
1430,Chadwick Stokes,Our Lives Our Time,7kpm8BA68svvBEdTrzNWfZ,Saved,0.177,0.561,265347,0.707,7kpm8BA68svvBEdTrzNWfZ,0.0,7,0.154,-6.785,0,0.149,88.131,4,0.641
1431,Bad Books,Forest Whitaker,2kW59AS9OrpFsuXbi2939R,Saved,0.352,0.716,220601,0.726,2kW59AS9OrpFsuXbi2939R,4.89e-05,11,0.163,-5.517,1,0.0406,113.985,4,0.916
1432,Sylvan Esso,Coffee,71cUqXJ3h1r0Ees6YdENLU,Saved,0.348,0.457,269693,0.455,71cUqXJ3h1r0Ees6YdENLU,0.00122,0,0.142,-8.112,1,0.188,100.049,4,0.163
1433,Sir Sly,You Haunt Me,2c5auu2wlDjh3PqH35qzrc,Saved,0.0584,0.568,221947,0.87,2c5auu2wlDjh3PqH35qzrc,2.9e-05,7,0.208,-4.099,1,0.0602,142.062,4,0.596
1434,The Features,This Disorder,3Tny13Wy19lH3octgSKMv3,Saved,0.0274,0.887,186640,0.383,3Tny13Wy19lH3octgSKMv3,0.0195,1,0.0867,-7.547,0,0.0689,113.96,4,0.706
1435,The Lone Bellow,Take My Love,2jiGORbkwtYFNSgtar7R47,Saved,0.63,0.391,194600,0.785,2jiGORbkwtYFNSgtar7R47,0.00155,2,0.194,-5.913,1,0.0503,158.285,4,0.489
1436,Marty O'Reilly & the Old Soul Orchestra,Cold Canary Gaslight,2S6hFFkVmG8FpjWCFrfKRI,Saved,0.77,0.487,284080,0.317,2S6hFFkVmG8FpjWCFrfKRI,0.000137,7,0.107,-8.567,1,0.033,139.628,4,0.291
1437,Half Moon Run,Call Me In The Afternoon,2BBb3UMJBNlofpC25pbSp4,Saved,0.126,0.512,193240,0.948,2BBb3UMJBNlofpC25pbSp4,0.0122,1,0.112,-7.923,1,0.0439,88.556,4,0.607
1438,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),5iyE2d4U3Vc5cqY9mPTlpy,Saved,0.34,0.859,444333,0.681,5iyE2d4U3Vc5cqY9mPTlpy,0.000161,1,0.213,-6.247,1,0.0549,121.243,4,0.852
1439,Justin Timberlake,Only When I Walk Away,1PuKcfWGjnpZG5NZ167ygd,Saved,0.0369,0.531,425787,0.693,1PuKcfWGjnpZG5NZ167ygd,0.0147,0,0.227,-6.932,1,0.103,144.195,4,0.333
1440,Justin Timberlake,Take Back the Night,4KQYJpdXn2n9thGLga3ACl,Saved,0.043,0.588,353160,0.664,4KQYJpdXn2n9thGLga3ACl,4.3e-05,7,0.639,-5.18,1,0.159,106.502,4,0.333
1441,"Justin Timberlake, JAY-Z",Suit & Tie (feat. Jay-Z),6iPTSmYesQjCPWUWON2eBE,Saved,0.103,0.795,326280,0.596,6iPTSmYesQjCPWUWON2eBE,0.0,11,0.164,-3.799,0,0.219,101.985,4,0.357
1442,Justin Timberlake,Pusher Love Girl,7MWfQHnQPcPW7efXl13p6i,Saved,0.466,0.485,482360,0.441,7MWfQHnQPcPW7efXl13p6i,0.000936,1,0.485,-8.248,0,0.0775,140.009,4,0.511
1443,Ryan Adams,I Wish You Would,0Nb6EyYhGhH96rqSe4wmdy,Saved,0.0437,0.421,224053,0.379,0Nb6EyYhGhH96rqSe4wmdy,0.463,5,0.0911,-8.983,1,0.032,104.053,4,0.291
1444,Starship,Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,Saved,0.0298,0.643,270333,0.801,2vEQ9zBiwbAVXzS2SOxodY,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
1445,Ryan Adams,Bad Blood,6klHV5z1YjlLZt9oKNkq8P,Saved,0.002,0.397,235120,0.619,6klHV5z1YjlLZt9oKNkq8P,0.0451,11,0.241,-7.029,1,0.0361,161.853,4,0.427
1446,Ryan Adams,Wildest Dreams,6cX3XiNsgTUAqzdworhRUt,Saved,0.000166,0.478,321120,0.79,6cX3XiNsgTUAqzdworhRUt,0.533,5,0.063,-6.824,0,0.0329,119.799,4,0.411
1447,Ray LaMontagne,Empty,0dVdnZjzWQJVniWWM8X4h5,Saved,0.46,0.479,317280,0.379,0dVdnZjzWQJVniWWM8X4h5,0.00263,2,0.114,-13.929,1,0.0312,81.523,4,0.406
1448,The Colourist,Little Games,0nWWxoOmEPUtAHRiFOSAMc,Saved,0.000621,0.571,161987,0.817,0nWWxoOmEPUtAHRiFOSAMc,0.00295,10,0.165,-4.766,1,0.0436,110.491,4,0.607
1449,Anthony D'Amato,If It Don't Work Out,6iecwK4wNSHx1lmchqek45,Saved,0.834,0.597,183907,0.299,6iecwK4wNSHx1lmchqek45,0.0,4,0.119,-8.711,1,0.0281,77.266,4,0.26
1450,The New Basement Tapes,When I Get My Hands On You,4Fs6KJzg4d0xrGZt7wrC0M,Saved,0.0174,0.906,190400,0.213,4Fs6KJzg4d0xrGZt7wrC0M,0.0753,1,0.0986,-13.936,0,0.0789,135.309,4,0.485
1451,Margot & The Nuclear So And So's,Broadripple Is Burning,3EIQofQf9NloNNmvg45MFE,Saved,0.105,0.607,273173,0.43,3EIQofQf9NloNNmvg45MFE,0.0,9,0.106,-6.778,1,0.0251,128.398,4,0.289
1452,The Black Keys,Little Black Submarines - Radio Edit [radio edit],6ZWn1MVUaBH2HNQobhMYeE,Saved,0.141,0.299,204693,0.706,6ZWn1MVUaBH2HNQobhMYeE,3.58e-05,2,0.0703,-5.421,1,0.0687,94.263,4,0.247
1453,Vitamin String Quartet,Little Black Submarines,2J6G0LmvXjPlB0SccDdeDB,Saved,0.973,0.331,251867,0.141,2J6G0LmvXjPlB0SccDdeDB,0.0894,7,0.152,-10.817,1,0.0327,190.897,4,0.435
1454,Vitamin String Quartet,Gold on the Ceiling,6SEJOH6Ba78acZbHU2PYiG,Saved,0.969,0.668,222600,0.198,6SEJOH6Ba78acZbHU2PYiG,0.913,5,0.126,-11.438,1,0.0375,130.06,3,0.762
1455,Vitamin String Quartet,The Luckiest,0YTY2v5heNjngUSZYxWlcA,Saved,0.879,0.215,290653,0.203,0YTY2v5heNjngUSZYxWlcA,0.741,2,0.0929,-12.194,1,0.037,71.372,3,0.183
1456,Vitamin String Quartet,Somewhere Only We Know,5qWPrTOPZm8LuGscsJsEcY,Saved,0.95,0.608,222547,0.146,5qWPrTOPZm8LuGscsJsEcY,0.00116,9,0.127,-12.025,1,0.0322,88.0,4,0.492
1457,Vitamin String Quartet,The Man,0iwnfAgAmVRgk00gnbF2h3,Saved,0.891,0.575,260773,0.257,0iwnfAgAmVRgk00gnbF2h3,0.16,2,0.0795,-11.701,1,0.0352,85.928,4,0.756
1458,Spencer & Antfood,Trek,3ofcYkWEzw4XIocCO2H685,Saved,0.309,0.447,209636,0.597,3ofcYkWEzw4XIocCO2H685,0.588,7,0.11,-7.968,1,0.0281,145.865,3,0.285
1459,Vitamin String Quartet,Lovers In Japan,4VORn1Ec643DiJtZ8GqdU6,Saved,0.748,0.516,275987,0.335,4VORn1Ec643DiJtZ8GqdU6,0.876,7,0.101,-12.23,1,0.0321,113.001,4,0.329
1460,Tycho,A Walk,6koWevx9MqN6efQ6qreIbm,Saved,0.329,0.659,316919,0.716,6koWevx9MqN6efQ6qreIbm,0.909,9,0.127,-7.816,1,0.0317,139.952,4,0.382
1461,Vitamin String Quartet,Strawberry Swing,2H5fBZHeaju4J3yw6WO7hs,Saved,0.843,0.392,250920,0.276,2H5fBZHeaju4J3yw6WO7hs,0.875,7,0.301,-12.229,1,0.0342,87.359,4,0.395
1462,Vitamin String Quartet,Every Teardrop Is a Waterfall,6OD9D0XTw0jZpUvGLE0PPv,Saved,0.994,0.679,240933,0.229,6OD9D0XTw0jZpUvGLE0PPv,0.8,9,0.0829,-11.738,1,0.0648,117.996,4,0.274
1463,"Charles Bradley, Menahan Street Band","Lovin' You, Baby",6HlPWweQ7Ug4AfJYSnuUZJ,Saved,0.0588,0.434,327680,0.448,6HlPWweQ7Ug4AfJYSnuUZJ,3.39e-05,2,0.0674,-9.185,0,0.0442,159.336,3,0.464
1464,"Charles Bradley, Menahan Street Band",Heartaches and Pain,0ntPwZuJ7ChJzKd1xDcbgg,Saved,0.00877,0.529,176212,0.439,0ntPwZuJ7ChJzKd1xDcbgg,0.545,0,0.0455,-8.807,1,0.0288,154.955,3,0.601
1465,Young the Giant,Mind Over Matter,5Az8KU81g2aLBbJN67F2CI,Saved,0.000501,0.466,244693,0.763,5Az8KU81g2aLBbJN67F2CI,0.0,0,0.0973,-4.448,1,0.0318,154.914,4,0.293
1466,Grace Potter & The Nocturnals,All Over You - Bonus Track,5cu2PgkBuVy7J1MQ6ZiKnb,Saved,0.164,0.641,212587,0.817,5cu2PgkBuVy7J1MQ6ZiKnb,8.43e-06,5,0.317,-5.854,1,0.0362,113.995,4,0.715
1467,KALEO,All The Pretty Girls,2eiY8qXiV6yReXSeuoplns,Saved,0.626,0.466,269893,0.496,2eiY8qXiV6yReXSeuoplns,6.22e-06,1,0.117,-6.606,1,0.0302,74.747,4,0.352
1468,Lil Dicky,Bruh...,7F6oEeRgjOoesYz8qOov7p,Saved,0.182,0.906,262985,0.888,7F6oEeRgjOoesYz8qOov7p,0.0,2,0.934,-7.275,1,0.152,105.991,4,0.756
1469,"Lil Dicky, Brain",Pillow Talking (feat. Brain),4lh1PamTsomWbFpkOPyfrD,Saved,0.574,0.916,645876,0.362,4lh1PamTsomWbFpkOPyfrD,0.0,8,0.134,-8.331,1,0.373,104.979,4,0.416
1470,U2,Stuck In A Moment You Can't Get Out Of,3xjTuTBaihydhSC7ByNoSb,Saved,0.391,0.524,271800,0.644,3xjTuTBaihydhSC7ByNoSb,0.000246,4,0.168,-4.986,1,0.0238,158.52,4,0.324
1471,U2,Elevation,0RHPoliIwT6ddbPugZNitX,Saved,0.00105,0.581,226133,0.804,0RHPoliIwT6ddbPugZNitX,0.000289,9,0.05,-8.093,1,0.0361,110.022,4,0.418
1472,U2,Beautiful Day,1VuBmEauSZywQVtqbxNqka,Saved,0.014,0.539,246400,0.926,1VuBmEauSZywQVtqbxNqka,0.00136,2,0.36,-6.495,1,0.0499,136.279,4,0.454
1473,DMX,X Gon' Give It To Ya,6uP0XLqjRqFx8HAfesdcAg,Saved,0.0295,0.501,219253,0.851,6uP0XLqjRqFx8HAfesdcAg,0.0,10,0.0775,-5.111,0,0.292,95.058,4,0.627
1474,Daft Punk,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,Saved,0.0427,0.817,224693,0.716,5W3cjX2J3tjhG8zb6u0qHn,0.00263,6,0.358,-8.898,0,0.144,123.475,4,0.692
1475,The National,About Today,33xh6sgYhga7iQ7HARN7V6,Saved,0.326,0.556,250760,0.618,33xh6sgYhga7iQ7HARN7V6,0.694,0,0.124,-13.482,1,0.043,104.983,4,0.464
1476,Josh Garrels,Born Again,68nNNThyOXq060K1ZAWb2t,Saved,0.609,0.475,271907,0.525,68nNNThyOXq060K1ZAWb2t,0.00075,2,0.332,-7.998,1,0.0293,171.982,3,0.469
1477,Tor Miller,Midnight,4vqKzYpx4t9yF88zc8gIQ6,Saved,0.0883,0.301,256653,0.554,4vqKzYpx4t9yF88zc8gIQ6,0.0,7,0.231,-7.073,1,0.0382,129.544,4,0.208
1478,Glass Animals,Gooey,1gk3FhAV07q9Jg77UxnVjX,Saved,0.736,0.487,289307,0.369,1gk3FhAV07q9Jg77UxnVjX,3.75e-05,11,0.0925,-13.424,0,0.0406,183.114,4,0.106
1479,Bastille,Flaws,67wABU4SjBlnDHB0KiU3HL,Saved,0.405,0.57,218800,0.657,67wABU4SjBlnDHB0KiU3HL,1.86e-06,8,0.0723,-6.987,1,0.0356,144.247,4,0.41
1480,Caroline Smith,Half About Being a Woman,4sOlKj8VgiCtlS3hOj6dBS,Saved,0.448,0.73,224787,0.41,4sOlKj8VgiCtlS3hOj6dBS,0.00748,9,0.613,-8.345,1,0.0422,111.975,3,0.166
1481,Otis Redding,Any Ole Way,0K4dyyhVMljD58scbpaOCv,Saved,0.446,0.763,154333,0.399,0K4dyyhVMljD58scbpaOCv,0.000327,3,0.1,-10.801,1,0.0971,122.015,4,0.609
1482,Otis Redding,I'll Let Nothing Seperate Us,42mXr1MlCLShCbTYxvSx6Y,Saved,0.558,0.389,174373,0.175,42mXr1MlCLShCbTYxvSx6Y,0.0,11,0.137,-16.051,1,0.0417,68.464,3,0.427
1483,Otis Redding,Let Me Come on Home - Mono,7EZHp7FwuLnd4YUMn4K4Ok,Saved,0.0313,0.683,176249,0.434,7EZHp7FwuLnd4YUMn4K4Ok,0.000495,2,0.14,-9.625,1,0.0391,89.604,4,0.75
1484,Otis Redding,Satisfaction - Live At Whiskey A Go Go 10th April 1966 Set 2 encore,2LuoDupuIBvjJTPHLP2opE,Saved,0.0487,0.51,211067,0.912,2LuoDupuIBvjJTPHLP2opE,0.0,2,0.226,-6.459,1,0.163,164.702,4,0.659
1485,Otis Redding,Love Man,16dz1n3ctolQbuZPtvHVqH,Saved,0.197,0.588,139493,0.611,16dz1n3ctolQbuZPtvHVqH,8.79e-05,11,0.0518,-9.088,1,0.0311,149.141,4,0.937
1486,Otis Redding,Try a Little Tenderness,36AlMHDBFwSsD3FQOy1R81,Saved,0.186,0.587,201733,0.133,36AlMHDBFwSsD3FQOy1R81,2.26e-05,9,0.258,-15.151,0,0.0565,102.938,4,0.068
1487,Otis Redding,Shake - 2008 Remaster,6RkyopJ2y0DnoIrq57zrap,Saved,0.2,0.583,161480,0.471,6RkyopJ2y0DnoIrq57zrap,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.796
1488,Otis Redding,My Girl,5zQyqgNXKzhifkivumzxDS,Saved,0.551,0.74,175853,0.322,5zQyqgNXKzhifkivumzxDS,0.000763,0,0.17,-9.26,1,0.0399,102.889,4,0.629
1489,Otis Redding,(Sittin' On) the Dock of the Bay,4Y4Gd3ty8uut6Qw43c7yJc,Saved,0.726,0.486,166827,0.312,4Y4Gd3ty8uut6Qw43c7yJc,1.59e-06,2,0.0601,-13.522,1,0.0533,205.917,4,0.598
1490,Hippo Campus,Suicide Saturday,0scQIzgcOhnmfqfOTpRUFH,Saved,0.0225,0.443,212885,0.719,0scQIzgcOhnmfqfOTpRUFH,0.0,5,0.227,-5.555,1,0.033,155.895,4,0.559
1491,The Hunts,Make This Leap,0BGM5wPT4L0KNKrf3WsMkn,Saved,0.888,0.699,226427,0.395,0BGM5wPT4L0KNKrf3WsMkn,2.76e-05,7,0.101,-7.665,1,0.0371,138.164,4,0.697
1492,The 1975,Menswear,3UH4JIDuP83866Y43bbo4k,Saved,0.547,0.708,206738,0.539,3UH4JIDuP83866Y43bbo4k,0.0174,1,0.0849,-10.28,1,0.0646,96.987,4,0.163
1493,Bhi Bhiman,Guttersnipe,2hIAa70njvLuzClmw5If0Z,Saved,0.0185,0.533,412373,0.623,2hIAa70njvLuzClmw5If0Z,2.21e-05,0,0.0853,-7.136,1,0.0271,77.227,4,0.343
1494,James Blake,Retrograde,03CLsFk6JSz301bKuukPSD,Saved,0.869,0.324,223600,0.256,03CLsFk6JSz301bKuukPSD,0.078,7,0.134,-11.229,0,0.042,77.906,4,0.182
1495,Bhi Bhiman,Moving to Brussels,2xP1zeJCeB75XGtEBs1sOM,Saved,0.319,0.612,205733,0.693,2xP1zeJCeB75XGtEBs1sOM,0.0,5,0.342,-4.702,0,0.0346,95.934,4,0.852
1496,Allen Stone,Upside,05C4qFAveZji98Z63vakBB,Saved,0.234,0.767,241256,0.769,05C4qFAveZji98Z63vakBB,0.0,9,0.0859,-5.575,0,0.248,142.965,4,0.776
1497,Moon Taxi,Change,0dP2NV3AvyvW1MGTXS0mhK,Saved,0.00371,0.299,181867,0.688,0dP2NV3AvyvW1MGTXS0mhK,0.000284,8,0.0451,-5.483,1,0.0426,165.667,4,0.176
1498,Greyhounds,What's On Your Mind,4nH0kopeH9MszNqfPDsjrI,Saved,0.192,0.757,240360,0.559,4nH0kopeH9MszNqfPDsjrI,0.00761,7,0.114,-5.611,0,0.0288,106.326,4,0.501
1499,Fitz and The Tantrums,MoneyGrabber,3EpfFSdrlPC5OdA3DLq6mX,Saved,0.0709,0.695,189227,0.876,3EpfFSdrlPC5OdA3DLq6mX,3.5e-06,9,0.456,-3.584,0,0.0298,112.486,4,0.82
1500,San Cisco,Beach,1t7jFDW4HWlV5xaOImyBjv,Saved,0.639,0.438,220560,0.649,1t7jFDW4HWlV5xaOImyBjv,0.00475,9,0.101,-7.117,1,0.0374,185.086,4,0.26
1501,Band Of Skulls,Cold Fame,16UCgrePMyBPrtnBaGd4nt,Saved,0.308,0.491,371360,0.396,16UCgrePMyBPrtnBaGd4nt,0.00018,2,0.116,-6.929,1,0.0312,115.377,4,0.144
1502,Queen,Body Language,3vbJYObr73CV6nRtvk5cHf,Saved,0.0268,0.831,272640,0.369,3vbJYObr73CV6nRtvk5cHf,0.00429,1,0.098,-15.627,1,0.0819,132.519,4,0.398
1503,NEEDTOBREATHE,Brother - Live From The Woods,4tzs8naksDx9qpJRLYm6ta,Saved,0.178,0.419,254307,0.797,4tzs8naksDx9qpJRLYm6ta,0.0,11,0.701,-7.008,1,0.191,167.333,4,0.639
1504,Coldplay,True Love,0fQuzbQNLcD1ofo7B2NcFI,Saved,0.00382,0.482,246000,0.574,0fQuzbQNLcD1ofo7B2NcFI,0.08,11,0.123,-7.963,1,0.028,119.994,4,0.184
1505,Forest City Lovers,"Tell Me, Cancer (J-Buntz Remix)",1NmmqMJ2ensxDnERieIX37,Saved,0.127,0.609,255721,0.805,1NmmqMJ2ensxDnERieIX37,0.000279,1,0.112,-5.751,1,0.0779,124.985,4,0.684
1506,Forest City Lovers,Phodilus & Tyto,6lUsgfDquhYsnlIH77h8Q9,Saved,0.0457,0.38,268747,0.458,6lUsgfDquhYsnlIH77h8Q9,0.000205,5,0.0987,-7.69,1,0.0292,146.868,4,0.115
1507,Forest City Lovers,If I Were a Tree,6Fq8SEloHQlUnvCN1JxEze,Saved,0.305,0.449,131475,0.439,6Fq8SEloHQlUnvCN1JxEze,0.0,3,0.19,-7.863,1,0.0416,202.293,4,0.672
1508,Paul McCartney,Dance Tonight,2IB0w87tZXwCTWnYk9GwFV,Saved,0.0823,0.531,174933,0.891,2IB0w87tZXwCTWnYk9GwFV,0.00551,5,0.161,-2.539,1,0.0431,170.973,4,0.926
1509,"Daniel Tashian, Mindy Smith",Taking You With Me,4InnDMPb4B6VqOU1BYBgO1,Saved,0.789,0.572,221173,0.443,4InnDMPb4B6VqOU1BYBgO1,0.0,4,0.086,-8.883,1,0.0278,74.016,4,0.324
1510,Generationals,"When They Fight, They Fight",2YMv5sibAHZzzMmNSYAgIv,Saved,0.256,0.756,200400,0.818,2YMv5sibAHZzzMmNSYAgIv,0.000149,11,0.145,-5.279,0,0.0331,119.733,4,0.965
1511,City and Colour,The Girl,3USei2Ja58VV6yOypYNjfN,Saved,0.838,0.402,360093,0.539,3USei2Ja58VV6yOypYNjfN,6.86e-05,10,0.131,-7.567,1,0.035,108.869,4,0.179
1512,Drew Holcomb & The Neighbors,Shine Like Lightning,1aE5FWmkQJuT2SWLg3X8VJ,Saved,0.00107,0.547,197970,0.463,1aE5FWmkQJuT2SWLg3X8VJ,0.4,7,0.0763,-9.826,1,0.0275,108.014,4,0.511
1513,Drew Holcomb & The Neighbors,Here We Go,2f9h72MZuU0ZdEnGIfGf5H,Saved,0.0643,0.669,202172,0.695,2f9h72MZuU0ZdEnGIfGf5H,0.02,0,0.125,-9.389,1,0.0335,151.957,4,0.878
1514,Vampire Weekend,Ottoman - Soundtrack Version,6J6tvlHi9oSerIfmP7nxmx,Saved,0.105,0.846,242600,0.624,6J6tvlHi9oSerIfmP7nxmx,0.00325,2,0.114,-7.329,1,0.0276,108.976,4,0.801
